Timestamp,pH,Conductivity,Chlorine,Status
10/1/2024 13:40,7.43,210,0.97,NORMAL
10/1/2024 13:55,7.42,209.84,0.97,NORMAL
10/1/2024 14:10,7.42,209.28,0.98,NORMAL
10/1/2024 14:25,7.41,208.36,0.99,NORMAL
10/1/2024 14:40,7.41,207.1,0.99,NORMAL
10/1/2024 14:55,7.4,205.56,1,NORMAL
10/1/2024 15:10,7.4,203.8,1.01,NORMAL
10/1/2024 15:25,7.4,201.88,1.02,NORMAL
10/1/2024 15:40,7.4,199.89,1.02,NORMAL
10/1/2024 15:55,7.4,197.91,1.03,NORMAL
10/1/2024 16:10,7.4,196.01,1.03,NORMAL
10/1/2024 16:25,7.4,119.47,1.04,ANOMALOUS
10/1/2024 16:40,7.41,192.75,1.5,ANOMALOUS
10/1/2024 16:55,7.41,191.53,1.05,NORMAL
10/1/2024 17:10,7.42,190.64,1.05,NORMAL
10/1/2024 17:25,7.42,190.13,1.05,NORMAL
10/1/2024 17:40,7.43,190.01,1.05,NORMAL
10/1/2024 17:55,7.44,190.29,1.05,NORMAL
10/1/2024 18:10,7.45,190.95,1.05,NORMAL
10/1/2024 18:25,7.46,191.98,1.04,NORMAL
10/1/2024 18:40,7.46,193.32,1.04,NORMAL
